107,107,107,107,107,107,107,107,108,108,108,108,108,108,108,108,107,107,107,107,107,107,107,107,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,107,107,107,107,107,107,107,107,108,108,108,108,108,108,108,108,107,107,107,107,107,107,107,107,108,108,108,108,108,108,108,108,106,106,106,106,106,106,106,106,108,108,108,108,108,108,108,108,107,107,107,107,107,107,108,108,108,108,108,108,108,108,108,108,107,107,107,107,107,107,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,107,107,108,108,108,108,108,108,108,108,108,108,108,108,108,108,107,107,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,1
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,107,107,108,109,108,108,108,108,108,108,108,108,108,108,108,108,107,107,108,109,108,108,108,108,108,108,108,108,108,108,108,108,107,107,108,109,108,108,108,108,108,108,108,108,108,108,108,108,107,107,108,109,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,1
108,108,108,108,109,110,109,109,111,111,111,111,111,111,111,111,107,108,108,109,109,110,109,109,111,111,111,111,111,111,111,111,107,108,109,109,110,110,109,109,111,111,111,111,111,111,111,111,106,108,109,110,110,109,109,109,111,111,111,111,111,111,111,111,107,108,109,110,110,109,109,109,111,111,111,111,111,111,111,111,108,108,109,110,110,110,110,110,111,111,111,111,111,111,111,111,109,109,109,109,110,110,110,110,111,111,111,111,111,111,111,111,110,109,109,109,110,110,110,110,111,111,111,111,111,111,111,111,109,109,108,108,109,109,109,110,113,113,113,113,113,113,113,113,109,109,109,109,109,109,109,109,113,113,113,113,113,113,113,113,109,109,110,110,110,110,109,109,113,113,113,113,113,113,113,113,109,109,110,110,110,110,109,109,113,113,113,113,113,113,113,113,108,109,110,110,110,110,109,109,113,113,113,113,113,113,113,113,108,108,109,110,110,110,110,109,113,113,113,113,113,113,113,113,108,108,109,109,110,110,110,110,113,113,113,113,113,113,113,113,108,108,109,109,110,110,111,111,113,113,113,113,113,113,113,113,1
113,113,113,113,113,113,113,113,112,113,115,114,113,113,113,113,113,113,113,113,113,113,113,113,112,113,114,114,113,113,113,113,113,113,113,113,113,113,113,113,112,113,114,114,114,114,114,113,113,113,113,113,113,113,113,113,113,113,113,114,114,114,114,113,113,113,113,113,113,113,113,113,113,113,113,114,114,115,114,112,113,113,113,113,113,113,113,113,113,114,114,114,114,115,114,112,113,113,113,113,113,113,113,113,113,114,114,114,114,114,113,112,113,113,113,113,113,113,113,113,113,114,114,114,114,114,113,112,113,113,113,113,113,113,113,113,114,112,113,114,114,114,114,113,113,113,113,113,113,113,113,113,113,111,113,114,114,114,115,114,113,113,113,113,113,113,113,113,112,111,113,114,113,113,114,114,113,113,113,113,113,113,113,113,113,112,114,115,113,113,114,113,113,113,113,113,113,113,113,113,114,113,114,115,114,113,114,114,113,113,113,113,113,113,113,113,113,112,114,115,114,114,115,115,113,113,113,113,113,113,113,113,114,112,113,115,115,115,116,115,113,113,113,113,113,113,113,113,114,113,114,115,115,115,115,114,1
114,115,114,114,114,115,115,114,114,115,115,116,115,115,115,115,114,114,114,114,114,115,115,114,114,115,115,116,115,115,115,115,114,114,114,114,114,115,115,114,114,115,115,116,115,115,115,115,114,114,114,114,114,115,115,114,114,115,115,116,115,115,115,115,114,114,114,114,114,115,115,114,114,115,115,115,115,115,115,115,114,114,114,114,114,115,114,113,114,115,115,115,115,115,115,115,114,114,114,114,114,115,114,113,114,115,115,115,115,115,115,115,114,114,114,114,114,115,114,113,114,115,115,115,115,115,115,115,114,114,114,114,115,115,114,113,113,114,115,115,115,115,115,116,114,114,114,114,115,115,114,114,114,114,115,115,115,115,115,116,114,114,114,114,115,115,115,114,114,115,115,115,115,115,115,116,114,114,114,114,115,115,115,115,115,115,115,115,115,115,115,115,114,114,114,114,115,115,115,115,115,115,115,115,115,115,115,115,114,114,114,115,114,114,115,115,116,115,115,115,115,115,115,115,114,114,115,114,114,114,115,115,116,115,115,115,115,115,115,115,114,114,115,114,114,114,114,115,115,115,115,115,115,115,115,115,1
115,115,115,115,116,116,116,116,116,116,116,116,116,116,116,116,115,115,115,115,116,117,117,117,116,116,116,116,116,116,116,116,115,115,115,116,116,117,117,117,116,116,116,116,116,116,116,116,115,115,115,115,116,116,116,115,116,116,116,116,116,116,116,116,115,115,115,115,115,116,115,115,116,116,116,116,116,116,116,116,115,115,115,115,116,116,116,116,116,116,116,116,116,116,116,116,115,115,115,115,116,116,116,116,116,116,116,116,116,116,116,116,115,115,115,115,115,116,115,115,116,116,116,116,116,116,116,116,115,115,115,115,115,116,116,116,116,116,116,116,116,116,116,116,115,115,115,115,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,117,117,117,117,116,116,116,116,116,116,116,116,116,116,116,116,117,117,117,117,116,116,116,116,116,116,116,116,116,116,116,116,117,117,117,117,116,116,116,116,116,116,116,116,116,116,116,116,117,117,117,117,116,116,116,116,117,117,117,117,117,117,117,117,117,117,117,117,116,116,116,117,117,117,117,117,117,117,117,117,117,117,117,117,1
115,115,115,116,116,116,115,115,117,117,117,116,117,117,117,116,115,115,115,116,116,116,115,115,117,117,117,116,117,117,117,116,115,115,115,116,116,116,115,115,117,117,117,116,117,117,117,116,115,115,115,116,116,116,115,115,117,117,117,116,117,117,117,116,115,115,115,116,116,116,115,115,116,116,116,116,116,117,117,116,115,115,115,116,116,116,115,115,116,116,116,116,116,117,117,116,115,115,115,116,116,116,115,115,114,114,116,116,116,117,117,116,115,115,115,116,116,116,115,115,114,114,116,116,116,117,117,116,115,115,115,116,116,116,116,115,115,115,115,115,115,116,116,115,115,115,115,115,116,116,115,115,115,115,115,115,115,116,116,115,115,115,115,116,116,116,115,115,115,115,115,115,115,116,116,115,115,115,115,116,116,116,115,114,115,115,115,115,115,116,116,115,115,115,115,116,116,116,115,115,115,115,115,115,115,116,116,115,115,115,115,116,116,116,116,115,115,115,115,115,115,116,116,115,115,115,115,116,117,117,116,115,115,115,115,115,115,116,116,115,115,115,115,116,117,117,116,115,115,115,115,115,115,116,116,115,1
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,114,114,116,116,116,116,116,116,116,116,116,116,116,116,116,116,114,114,116,116,116,116,116,116,116,116,115,115,115,115,116,116,116,116,116,116,116,116,116,116,116,116,115,115,115,115,116,116,116,116,116,116,116,116,116,116,116,116,115,115,115,115,116,116,116,116,116,116,116,116,116,116,116,116,115,115,115,115,116,116,116,116,116,116,116,116,116,116,116,116,115,115,115,115,116,116,116,116,116,116,116,116,116,116,116,116,115,115,115,115,116,116,116,116,116,116,116,116,116,116,116,116,115,115,115,115,116,116,116,116,116,116,116,116,116,116,116,116,115,115,115,115,116,116,116,116,116,116,116,116,116,116,116,116,1
116,116,116,116,116,116,116,116,116,116,116,116,116,116,115,115,116,116,116,116,116,116,116,116,116,116,116,116,116,116,115,115,116,116,116,116,116,116,116,116,116,116,116,116,116,116,115,115,116,116,116,116,116,116,116,116,117,116,116,116,116,116,115,115,116,116,116,116,115,115,116,117,117,116,116,116,116,116,115,115,116,116,116,116,115,115,116,117,117,117,116,116,116,116,115,115,116,116,116,116,115,115,116,117,117,117,116,116,116,116,115,115,116,116,116,116,115,115,116,117,117,117,116,116,116,116,115,115,117,116,116,115,115,116,117,117,116,116,116,116,116,115,115,115,116,116,116,115,116,116,117,117,116,116,116,116,116,115,115,115,116,116,116,115,116,116,117,117,116,116,116,116,116,116,115,115,116,116,116,116,116,116,116,117,116,116,116,116,116,116,116,115,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,1
106,107,109,109,109,108,108,108,108,108,108,108,108,108,108,108,107,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,109,108,108,107,108,108,108,108,108,108,108,108,108,108,108,108,109,108,107,107,108,108,108,108,108,108,108,108,108,108,108,108,109,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,109,108,108,108,108,108,108,108,108,108,108,108,108,108,108,109,109,109,109,109,109,108,108,108,108,108,108,108,108,108,108,109,109,107,107,107,107,107,108,108,108,108,108,108,108,108,108,109,109,107,107,107,107,108,108,108,108,108,108,108,108,108,108,109,109,109,108,108,108,108,108,108,108,109,108,108,108,108,108,109,109,108,108,108,108,108,107,107,107,109,109,108,108,108,108,109,109,108,108,108,108,108,108,108,108,109,109,108,108,107,108,108,109,108,108,108,108,108,109,109,109,109,109,108,107,107,107,108,108,108,108,108,108,109,109,109,109,1
